"Review ID","Member ID","Book ID","Percentage Completed","Review Rating"
277,10F270CD-DD8D-4EB3-94CA-EEA574B3CDB1,140503128,0.0100,5
278,10F270CD-DD8D-4EB3-94CA-EEA574B3CDB1,170201831,0.0200,5
281,112229E2-F0CE-4654-A35E-B4BD03962BDB,170108221,0.0400,5
282,112229E2-F0CE-4654-A35E-B4BD03962BDB,170201563,0.9800,2
283,112229E2-F0CE-4654-A35E-B4BD03962BDB,170201645,0.5800,1
284,114302F3-DDBE-4D06-B2BF-B020D0A6FDA0,120200371,0.8800,4
285,11696187-D1D3-4A35-B2F2-F1F9012482C0,160303792,0.0100,4
287,11696187-D1D3-4A35-B2F2-F1F9012482C0,170201593,0.2000,3
288,118150B1-A008-48F2-A6CB-1420905CB05F,160700206,0.0200,5
291,118150B1-A008-48F2-A6CB-1420905CB05F,161104335,0.9200,5
301,119A83B2-8268-43B8-8460-51EA041AFC2F,161108491,0.7100,5
302,11C0A969-1D9D-4A91-BF85-FA64343F16AB,170201203,0.9900,5
303,11C35BDD-19CF-4931-98FC-503CCEBC2795,161108516,0.0000,5
304,11C35BDD-19CF-4931-98FC-503CCEBC2795,170201831,0.0100,5
310,126148B3-55D3-41DE-A205-40D98E2B0AC4,170200626,0.0300,5
311,1264C2E9-7F6B-462D-90C1-AC14C5E019D2,160303792,0.0000,5
312,1264C2E9-7F6B-462D-90C1-AC14C5E019D2,170201216,0.9800,5
313,128953A1-98AB-49E7-828E-AD7BC639DBF9,160303792,0.0100,5
314,128DD50F-D107-4034-9D57-A5FA4B751BB5,170201831,0.0100,4
315,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,160702264,0.0100,5
317,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,160702270,0.0800,5
319,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,161101436,0.0000,4
321,129A9331-A9E0-44AF-9CD0-AE1B50FF1667,161101438,0.0600,5
324,12C167F9-939B-429E-8C1D-13FEBE11126A,170201216,0.9800,5
326,12CA662D-002B-43FF-B7A5-C4FB67B27B34,151103366,0.9800,5
327,12CA662D-002B-43FF-B7A5-C4FB67B27B34,170201831,0.0100,5
328,12CBCF6A-4C7A-410F-9782-8AD7067C0680,170201216,0.9800,5
329,12CBCF6A-4C7A-410F-9782-8AD7067C0680,170201831,0.0100,5
330,12D696BB-CA42-4664-B3F7-521A45A8A81E,141100585,0.9600,4
331,12D696BB-CA42-4664-B3F7-521A45A8A81E,141100586,0.9600,4
332,12D696BB-CA42-4664-B3F7-521A45A8A81E,141100587,0.9700,4
333,12D696BB-CA42-4664-B3F7-521A45A8A81E,160306593,0.3500,3
337,132CA0A8-3D4A-4611-B616-96B5E8C098D6,170201563,0.5400,1
338,132CA0A8-3D4A-4611-B616-96B5E8C098D6,170201637,0.3900,5
341,13AC68EB-B040-45AB-9D43-384CF1DEF6F7,131003158,0.0100,4
342,13AC68EB-B040-45AB-9D43-384CF1DEF6F7,170201531,0.0000,1
345,13F7F098-639E-442A-AB1B-57F1DBD16EC5,111000241,0.9600,5
347,1413AAF6-FC2F-4CF7-B7FF-0E6790EAB7E1,140306386,0.0100,5
348,1413AAF6-FC2F-4CF7-B7FF-0E6790EAB7E1,170201127,0.0000,5
350,14533BA3-07A4-456D-A0F3-85B53F1DF5AC,170108417,0.0200,5
353,1477255C-6478-4C51-9909-B9EFEA35CA1B,170201203,0.9900,5
357,147FB395-37CF-4667-8FC4-C8B1E740C209,140114150,0.5300,4
365,15CC6AA1-3359-4D80-B821-34BEB5C96D95,160117412,0.9600,4
366,15CC6AA1-3359-4D80-B821-34BEB5C96D95,160117413,0.0900,5
367,15CC6AA1-3359-4D80-B821-34BEB5C96D95,170201916,0.3900,5
368,15E6A39F-DFCB-496A-81F7-560CA4BCC9B2,160303792,0.7600,5
372,1600506B-3477-4918-9F58-6D41E10D179A,170109419,0.6400,5
373,1600506B-3477-4918-9F58-6D41E10D179A,170200626,0.3300,4
377,16367E0A-0F8F-4C66-B469-469B2EFA9AF5,161200194,0.0000,5
378,168F15D6-4504-47AC-8B79-DF731F73E2B2,160812356,0.0400,5
383,16CE37F0-2562-491D-8960-A5D960915EF5,170201831,0.9700,5
384,16FE2FBB-CCD5-43AD-B4E4-7DB3B19ADDDC,170104890,0.0000,4
385,16FE2FBB-CCD5-43AD-B4E4-7DB3B19ADDDC,170201127,0.2000,2
390,1737003F-32C1-44D5-A3B4-F5331D03981B,170201542,0.5700,5
391,1737003F-32C1-44D5-A3B4-F5331D03981B,170201543,0.9700,4
392,1737003F-32C1-44D5-A3B4-F5331D03981B,170201544,0.6800,5
393,1737003F-32C1-44D5-A3B4-F5331D03981B,170201831,0.0100,5
394,1755E889-417B-4DF4-9B81-53612947CEA5,170200625,0.1900,5
398,179AE37E-32F4-44C8-A955-1BD4A0C0E06B,170201916,0.2000,4
404,1883E502-7A51-4B0B-9D25-1775C172F4E5,140702755,0.1000,4
405,188579C6-389A-4F36-9098-DD683ED19DC0,140306539,0.2800,4
406,188579C6-389A-4F36-9098-DD683ED19DC0,140400878,0.0800,4
408,189C3245-698D-4941-87B7-CD553A96CB65,170201831,0.5500,5
409,18CD3A6F-E808-41C7-A8F5-B076F18D96B2,161203371,0.0500,5
411,18DA5428-169E-4719-BEC9-89097F806B73,170200635,0.9900,5
414,18EB88AB-075F-4798-A256-C43C26059A11,170201543,0.0100,5
415,18EB88AB-075F-4798-A256-C43C26059A11,170201544,0.0000,5
416,18EB88AB-075F-4798-A256-C43C26059A11,170201831,0.1600,5
417,19397DC1-EEAB-4A3C-8ACA-E7EE1F2E2BC3,130401957,0.0200,4
422,195FF1F1-2ECC-4D61-802D-AB08BDBBDCB1,151201446,0.0100,5
431,19FFAC5C-01AF-4216-A3B2-B1D41D0C3CDD,160303792,0.7600,3
435,1A990C24-9741-4995-91F2-1F94F319BD87,170201831,0.9700,5
438,1AC0282F-6929-44C6-9A56-E34C84020ACE,161200548,0.0100,5
444,1AEC0BFB-EE76-4093-BC1D-82421F715C2F,170105681,0.0100,3
449,1B14F0BA-C096-49AC-9055-8D27EE4FD48E,160303792,0.0000,5
453,1B8A8EA8-4D59-454B-BCBB-069E4A92A808,160602274,0.4100,5
457,1BBE7386-E286-4001-BB53-A8E8CAC70213,120302053,0.7100,4
463,1C2B0D2C-0710-48EB-A31D-EDECDDA494D6,150802433,0.0100,5
466,1C2B0D2C-0710-48EB-A31D-EDECDDA494D6,170201216,0.0100,5
467,1C5EC5A2-9F82-4C4C-987D-8FE1B9FD1EFF,160303792,0.0000,4
468,1C5EC5A2-9F82-4C4C-987D-8FE1B9FD1EFF,170201831,0.0000,5
469,1C8CC362-5DB0-433E-9A6E-F31284937B32,150804254,0.0000,5
472,1C9F4A9C-A183-4C02-B82D-6C78F0CBACE1,170201831,0.9200,5
474,1CA666A9-BC66-4579-A73A-15813AB2DC7A,170201831,0.8800,5
475,1CB39B66-D12F-4D35-996E-AC0C550EEB15,170107357,0.6100,2
476,1CCA0A2B-DD72-45FA-AAC9-D20FA7F1840B,170201203,0.9900,5
501,1CEEEEBB-551F-47CD-81A5-A8365D21A11E,170201203,0.9900,5
502,1D21DD0C-0B50-45E6-A2AC-B610C9436F0C,170201543,0.0200,3
504,1D76E57F-0F6F-477C-A48B-BE9F2E3A3E6D,130801241,0.1500,4
508,1DEB5F7C-95AA-4C15-AD45-F1490D8560D6,120400543,0.9200,1
512,1EBD7B00-B105-4696-9FFB-D5A9389BA3B5,170201525,0.0100,4
513,1EBD7B00-B105-4696-9FFB-D5A9389BA3B5,170201881,0.1700,4
514,1EF8C4FA-1387-49AE-9A3C-0378126CE331,170201916,0.3200,4
516,1F5C2DF7-8999-4E99-8392-D0BC34065E3A,170201203,0.9900,5
520,1FCF6803-F6C9-4B8E-B849-D982F149821D,161103078,0.9000,5
525,2044E31F-164F-44D4-97E8-712556D308F9,150904461,0.8500,5
527,2044E31F-164F-44D4-97E8-712556D308F9,170108973,0.1900,5
531,20675FD6-BACD-4D8A-BC7B-0A59FE594B9E,160117646,0.4500,4
533,20B2BE92-8F70-49E6-8250-05D2889DF359,140702759,0.6100,4
534,20B48022-77B6-4610-9C75-F161DD8B39ED,140114151,0.2100,4
535,20B48022-77B6-4610-9C75-F161DD8B39ED,140114152,0.7300,4
539,210B2033-D83F-4ED3-ADF1-D7319167F863,160604186,0.0000,5
540,210F15A5-FFF2-49B6-9348-D3408256CEF7,161208160,0.4300,5
541,2150D365-DDA9-4449-97B0-B17CB7AF68FA,160604186,0.8300,5
542,2150D365-DDA9-4449-97B0-B17CB7AF68FA,170200740,0.6600,5
543,2150D365-DDA9-4449-97B0-B17CB7AF68FA,170200741,0.8800,2
544,21766017-1504-4E96-9781-80F20836A590,160303792,0.0100,5
556,223D777E-0796-4E4D-80D2-3F4DEA43F7F1,170108262,0.0000,5
560,22616308-0863-48B7-9CBD-82EBB4043179,151202846,0.9700,1
561,22616308-0863-48B7-9CBD-82EBB4043179,161202823,0.7400,5
562,22616308-0863-48B7-9CBD-82EBB4043179,170109019,0.0100,1
566,2286D064-6599-4E45-9D83-CEF3E6B4E8D5,170106362,0.0100,5
567,229F398D-D247-4167-9501-17588D5EF2AC,160300711,0.7600,5
571,22EEFA6E-B3D5-4929-ABB7-7C9EB4241ED8,150202137,0.7700,5
573,2324859C-CA74-4290-A67F-AA45469855ED,121001749,0.9900,4
574,2362A7C5-6DD1-490E-8E31-AE7E41531D8D,161205078,0.5000,5
575,2362A7C5-6DD1-490E-8E31-AE7E41531D8D,170200631,0.2400,5
576,23675F3D-AFF2-4404-8634-24BD9011C191,150800001,0.8200,5
577,23675F3D-AFF2-4404-8634-24BD9011C191,160306401,0.9000,5
584,23DDA34D-303A-4156-83E3-D936365B4641,170201594,0.8700,5
585,2434FC21-40B9-462B-AC09-D9E4F2E84677,160303792,0.9600,5
587,2454319C-530C-4E4E-8792-A655EFF94D93,131101127,0.9800,4
588,24BEE8DD-2456-4839-AF53-9B6EB938E75A,140500997,0.1000,4
589,24BEE8DD-2456-4839-AF53-9B6EB938E75A,140500998,0.0200,4
595,251268C9-C5C1-4A7E-9BA4-E0E823333974,170108224,0.0000,1
597,251268C9-C5C1-4A7E-9BA4-E0E823333974,170108226,0.1900,1
600,25399170-C94C-4AF7-B6DF-41955718DD55,170201127,0.2000,5
603,2557DFF2-08CA-4D20-BBB9-1B4B2CE00EB1,160604186,0.3300,5
604,2557DFF2-08CA-4D20-BBB9-1B4B2CE00EB1,170201831,0.0100,4
611,25C4B3D7-4F24-4D17-BD38-92EF69B75F64,170201696,0.9900,3
613,262D6A1F-8611-437E-AF91-BD5FF9AF9F2F,170108222,0.9900,5
614,262D6A1F-8611-437E-AF91-BD5FF9AF9F2F,170108225,0.9900,2
617,263B8E3F-787F-4BD0-B610-47A30E3B7573,140901561,0.7100,4
618,263DF26D-9C99-4CD7-B738-0A852DA4186A,140803450,0.9700,4
619,263DF26D-9C99-4CD7-B738-0A852DA4186A,140803451,0.9300,4
621,267492DB-1586-4A90-8C6A-671B2076430F,150501006,0.7100,5
622,267492DB-1586-4A90-8C6A-671B2076430F,170201539,0.8200,4
623,268497A3-B845-4D9F-9BA7-48C7C7D0E0B7,160303792,0.0000,4
626,2748E624-087D-4810-9ED3-C5EC46AC7AE0,170201127,0.5300,5
630,27954024-0FFF-4BA5-B65A-163377BC3897,170200676,0.7000,5
634,27D90F14-2BAC-418B-B6A2-0B424B051BB6,160812646,0.9800,5
637,28262A62-6093-4904-A4CE-7A87905A16BA,120800144,0.0100,4
638,28262A62-6093-4904-A4CE-7A87905A16BA,120800178,0.0100,5
639,28262A62-6093-4904-A4CE-7A87905A16BA,161108516,0.0000,5
643,285B4914-1AAF-40A6-BCF6-2F045CEC06A8,170201692,0.0000,1
646,28C8AC07-6838-4B3A-A6F2-EAB8D92E4BE4,121001639,0.8600,5
648,28ECDE5C-DB7A-4809-A107-707F448BAACE,170200167,0.0000,5
650,29530817-6CE8-4B5F-ADFC-7D69A33CA9A9,120400545,0.7000,4
651,299BCDC2-E13E-459E-8877-2956581BA85E,161205078,0.5100,3
653,299F8E01-3D76-4BCA-A3D6-60536E5452B2,170201216,0.9900,5
655,29BAC5F3-BA1B-4604-919A-E3E31EBD1FA7,140900506,0.9800,4
659,29D3B93E-F522-49FA-903A-7FC4D0BF6BE6,170200676,0.1700,5
664,2A1D05D1-B88F-4B4E-B1AD-A80167E9DB94,160604186,0.0000,5
666,2A1D05D1-B88F-4B4E-B1AD-A80167E9DB94,170200741,0.9900,3
673,2B05F06F-4746-4903-AB82-091AE797BE72,170105888,0.3700,4
674,2B05F06F-4746-4903-AB82-091AE797BE72,170201831,0.9700,5
675,2B23EAA3-74F7-4D46-A21B-B787F33F237A,160303792,0.9100,3
684,2C2F3D49-8DED-4731-9D65-ADA73B70285D,170201127,0.6400,5
686,2C68ABED-F261-4A18-85BA-4EE18C7C0D69,141004973,0.0400,5
688,2C68ABED-F261-4A18-85BA-4EE18C7C0D69,161104159,0.5200,5
692,2C8AB8DE-8380-4AA7-A004-CF675C0DFDD8,150101998,0.9900,3
694,2CC02BDD-5F5A-4FF7-97CB-73C940B1BF57,160307393,0.9800,4
696,2CE814B0-155C-477C-B473-A0CAE33E406B,160702941,0.9900,5
699,2CF1735F-53E9-4090-8046-90A5DBC32926,170200740,0.1300,5
700,2CF1735F-53E9-4090-8046-90A5DBC32926,170201127,0.8900,5
701,2CF1735F-53E9-4090-8046-90A5DBC32926,170201196,0.6800,5
702,2CF6B624-D9B6-4292-AB64-9EFDE58F0733,120302341,0.3900,4
709,2D736596-B21D-45FE-90DF-79A8BEC9EF1B,161208318,0.0000,5
710,2D75CF16-00C8-426D-8677-CA5A4294C816,151102325,0.9000,5
715,2DD7BC38-54E9-4226-BFE4-C1017AD7F415,170201694,0.9400,4
717,2E1C9D6F-0A18-4A1A-9DBB-F8BE6B5CEA6E,150902196,0.5600,5
721,2E754B72-5A36-4A3C-92C0-B1C3690B907A,161205033,0.0000,5
724,2E99F704-BAF5-4A3E-88DF-F3786E1F1B96,160902510,0.0100,5
725,2EA9CC4D-6416-4922-A3C5-96D9A34CDC7A,150600598,0.9800,5
727,2EA9CC4D-6416-4922-A3C5-96D9A34CDC7A,160813144,0.0500,5
728,2EA9CC4D-6416-4922-A3C5-96D9A34CDC7A,161104159,0.0300,5
729,2EB2EAED-2BFE-4459-96BA-CF9CC431F414,170201831,0.9700,4
734,2EEC0399-7012-4D17-8044-B8BC40A7C00F,170202157,0.0000,5
737,2EF74EA4-C006-4B85-8BDE-1CE06587A9D9,140901559,0.0100,4
739,2F5537AF-FD41-4089-8D8B-02A9C1964DFC,170201127,0.2300,3
742,2FB5C148-7792-4C85-B64C-73E2FEBFF614,160401972,0.9800,5
743,2FE4B780-69F5-4367-B4E9-14418F7E693F,140114156,0.1400,1
751,30402C69-0235-45F3-8B13-5B5BC66A9DA0,170201831,0.8500,5
753,304FA816-C9D9-497D-A9BE-22F080ACC312,140114156,0.3900,1
754,304FA816-C9D9-497D-A9BE-22F080ACC312,140114157,0.9900,1
755,304FA816-C9D9-497D-A9BE-22F080ACC312,170108501,0.9800,5
756,30872745-56A2-403E-9F9B-ADA80A67A076,120802072,0.9900,1
758,308C881E-D927-4352-BDD3-9ED313EB61F0,170201877,0.4000,5
759,308C881E-D927-4352-BDD3-9ED313EB61F0,170201916,0.0100,4
760,30C6C37E-870C-4B93-B2A2-0FC1BE0A03D5,170109406,0.9900,5
764,319B3D66-EE0B-451E-8C4E-1ABE01138686,170108230,0.8900,5
771,3201DA44-CD9E-45B9-9B58-16BAC2C9F4FE,170108227,0.8900,5
772,32327E61-AAE9-4CC6-A64A-2DE1A84CE3FB,170201203,0.9900,5
773,3259EB39-A8AD-48CB-8BD7-AEB724E89414,140601873,0.9900,4
777,32F25F59-2EB9-4736-BFA5-C1F5589145FF,170201563,0.5000,1
778,32FCE362-4131-407E-ADFB-DCEFAF47D6E8,120400295,0.0000,4
779,32FCE362-4131-407E-ADFB-DCEFAF47D6E8,161203379,0.0100,5
782,33355AFA-0209-4079-B395-BFAD615E9397,120902147,0.3300,4
783,33355AFA-0209-4079-B395-BFAD615E9397,161002641,0.1800,5
787,33ADFBAC-604B-40B8-9DAF-FA550C4742B8,170200631,0.2200,5
791,33DF5A37-A3BC-4752-9B15-E84B4E23BCF1,160303792,0.0100,5
792,3426F670-9742-4913-9EE2-CFDD58C8DCA3,170201694,0.4400,4
793,3467C2A7-058F-474F-B696-8AF6CFBBA0B8,161104159,0.4500,5
796,347A4135-7251-442F-A28A-62153E20864B,160305044,0.0300,5
797,347A4135-7251-442F-A28A-62153E20864B,160501369,0.0000,5
802,348F61D6-57C3-4F59-91BE-08646234CED1,170201831,0.0000,4
803,349A0AF4-547A-43B2-9A78-3E6E7D1AC6CB,160812486,0.0100,5
805,34A1472F-15D2-4139-9506-130FC784DBD3,170201831,0.8500,5
809,34B8EA10-8051-4606-816F-E1ABE951D088,161108490,0.0000,5
816,35203C56-16A2-4286-93CD-1EC2BB519A16,160117641,0.8600,5
819,358DD194-96C5-44C0-BABD-29A6AB088F3B,170109199,0.7700,5
820,35A7D162-8F0C-4AFE-B8D3-667BE5E9FD68,120702643,0.0100,5
821,35A7D162-8F0C-4AFE-B8D3-667BE5E9FD68,161104159,0.0100,5
822,35A7D162-8F0C-4AFE-B8D3-667BE5E9FD68,170108266,0.0500,5
823,35ACD1FD-6022-4E08-8173-FE8646DC5351,160303792,0.2200,5
